Title,Author,First Published Year,Subjects,Cover Image URL
Wit and Wisdom of Tyrion Lannister,George R. R. Martin,2013,Quotations,
Low Chicago,George R. R. Martin,2018,,
Mississippi Roll,George R. R. Martin,2017,"Fiction, ghost",
A Game of Thrones,George R. R. Martin,2013,,http://covers.openlibrary.org/b/id/12233621-L.jpg
Feast for Crows,George R. R. Martin,2005,"Fiction, fantasy, epic",
The Lands of Ice and Fire,George R. R. Martin,2012,Imaginary places,http://covers.openlibrary.org/b/id/8407127-L.jpg
Nightflyers and Other Stories,George R. R. Martin,2018,"Fiction, science fiction, collections & anthologies",
L'ombre maléfique,George R. R. Martin,2000,,http://covers.openlibrary.org/b/id/2177316-L.jpg
Under Siege,George R. R. Martin,1998,,http://covers.openlibrary.org/b/id/3026416-L.jpg
Das Lied von Eis und Feuer,George R. R. Martin,2015,nyt:games-and-activities=2015-11-08,http://covers.openlibrary.org/b/id/8883173-L.jpg
A Farewell to Arms,Ernest Hemingway,1929,Cuentos de guerra,http://covers.openlibrary.org/b/id/7226599-L.jpg
The Sun Also Rises,Ernest Hemingway,1926,American Manuscripts,http://covers.openlibrary.org/b/id/78741-L.jpg
The Old Man and the Sea,Ernest Hemingway,1952,American Sea stories,http://covers.openlibrary.org/b/id/426182-L.jpg
For Whom the Bell Tolls,Ernest Hemingway,1940,Spain in fiction,http://covers.openlibrary.org/b/id/167288-L.jpg
To have and have not,Ernest Hemingway,1937,Contrabando,http://covers.openlibrary.org/b/id/428087-L.jpg
Short stories,Ernest Hemingway,1930,American Short stories,http://covers.openlibrary.org/b/id/7943308-L.jpg
Green hills of Africa,Ernest Hemingway,1935,Safaris,http://covers.openlibrary.org/b/id/6877480-L.jpg
Men Without Women,Ernest Hemingway,1927,Fiction,http://covers.openlibrary.org/b/id/425969-L.jpg
In our time,Ernest Hemingway,1925,Nick Adams (Fictitious character),http://covers.openlibrary.org/b/id/4655655-L.jpg
Death in the afternoon,Ernest Hemingway,1920,Non-fiction,http://covers.openlibrary.org/b/id/5951738-L.jpg
A moveable feast,Ernest Hemingway,1964,Correspondence,http://covers.openlibrary.org/b/id/7268728-L.jpg
Across the river and into the trees,Ernest Hemingway,1950,Italy,http://covers.openlibrary.org/b/id/14354-L.jpg
The torrents of spring,Ernest Hemingway,1926,Fiction in English,http://covers.openlibrary.org/b/id/426761-L.jpg
The fifth column,Ernest Hemingway,1938,"Civil War, 1936-1939",http://covers.openlibrary.org/b/id/6499168-L.jpg
"The snows of Kilimanjaro, and other stories",Ernest Hemingway,1955,American Short stories,http://covers.openlibrary.org/b/id/428224-L.jpg
Islands in the stream,Ernest Hemingway,1970,Fiction,http://covers.openlibrary.org/b/id/473887-L.jpg
Old Man and the Sea,Ernest Hemingway,1999,American fiction (fictional works by one author),
The garden of Eden,Ernest Hemingway,1986,Fiction,http://covers.openlibrary.org/b/id/4164716-L.jpg
By-line: Ernest Hemingway,Ernest Hemingway,1967,Reporters and reporting,http://covers.openlibrary.org/b/id/426760-L.jpg
By-Line,Ernest Hemingway,1937,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/2560437-L.jpg
Ernest Hemingway - Muerte en la Tarde,Ernest Hemingway,2019,,
Ernest Hemingway - Fiesta,Ernest Hemingway,2018,,
The snows of Kilimanjaro,Ernest Hemingway,1927,Text-books for foreigners,http://covers.openlibrary.org/b/id/75458-L.jpg
The Essential Hemingway,Ernest Hemingway,1947,"Hemingway, ernest, 1899-1961",http://covers.openlibrary.org/b/id/72577-L.jpg
The first forty-nine stories,Ernest Hemingway,1939,"Fiction, short stories (single author)",http://covers.openlibrary.org/b/id/12997234-L.jpg
Nick Adams Stories,Ernest Hemingway,1972,Nick Adams (Fictitious character),http://covers.openlibrary.org/b/id/5416814-L.jpg
The dangerous summer,Ernest Hemingway,1960,American Authors,http://covers.openlibrary.org/b/id/4195987-L.jpg
Sun Also Rises,Ernest Hemingway,1926,"Fiction, general",http://covers.openlibrary.org/b/id/12552267-L.jpg
Winner take nothing,Ernest Hemingway,1933,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/14352-L.jpg
Sun Also Rises,Ernest Hemingway,2020,,
Moveable Feast,Ernest Hemingway,2020,,
Viejo y el Mar,Ernest Hemingway,2020,,
The Hemingway reader,Ernest Hemingway,1953,Drama,http://covers.openlibrary.org/b/id/6509046-L.jpg
Men at war,Ernest Hemingway,1942,Fiction,http://covers.openlibrary.org/b/id/6926227-L.jpg
Three stories & ten poems,Ernest Hemingway,1923,Fiction,http://covers.openlibrary.org/b/id/1656942-L.jpg
Death in the Afternoon,Ernest Hemingway,2020,,
Sun Also Rises,Ernest Hemingway,2020,,
In Our Time,Ernest Hemingway,1977,,
Sun Also Rises,Ernest Hemingway,2020,,
The collected poems of Ernest Hemingway,Ernest Hemingway,1960,,http://covers.openlibrary.org/b/id/10028689-L.jpg
True at first light,Ernest Hemingway,1999,Fiction,http://covers.openlibrary.org/b/id/428408-L.jpg
Old Man and the Sea,Ernest Hemingway,2020,,
Men Without Women,Ernest Hemingway,2020,,
Torrents of Spring,Ernest Hemingway,2002,,
Moveable Feast by Ernest Hemingway Illustrated,"Ernest ""Hemingway """,2021,,
Moveable Feast,Ernest Hemingway,1992,"Hemingway, ernest, 1899-1961",
Mort dans l'après-midi,Ernest Hemingway,1938,Bullfights,http://covers.openlibrary.org/b/id/967169-L.jpg
Sun Also Rises,Ernest Hemingway,2013,"Fiction, general",http://covers.openlibrary.org/b/id/12621742-L.jpg
Viejo y el Mar,Ernest Hemingway,2020,,
Sun Also Rises,Ernest Hemingway,2020,,
Moveable Feast,Ernest Hemingway,2009,"Hemingway, ernest, 1899-1961",http://covers.openlibrary.org/b/id/10659342-L.jpg
Green Hills of Africa,Ernest Hemingway,2020,,
Across the River and into the Trees,Ernest Hemingway,2020,,
Sun Also Rises,Ernest Hemingway,2022,,
Sun Also Rises,Ernest Hemingway,1926,"Fiction, general",
The old man and the sea,Ernest Hemingway,1973,,http://covers.openlibrary.org/b/id/12946940-L.jpg
Farewell to Arms,Ernest Hemingway,1992,,
Fiesta,Ernest Hemingway,1998,American fiction (fictional works by one author),
For Whom the Bell Tolls,Ernest Hemingway,1993,"United states, fiction",
Cinquante mille dollars,Ernest Hemingway,1928,,
Ernest Hemingway on writing,Ernest Hemingway,1984,Technique,http://covers.openlibrary.org/b/id/8483866-L.jpg
Ernest Hemingway - Muerte en la Tarde,Ernest Hemingway,2020,,
Farewell to Arms,Ernest Hemingway,2020,,
Sun Also Rises,Ernest Hemingway,2014,,http://covers.openlibrary.org/b/id/11153366-L.jpg
The Sun Also Rises,Ernest Hemingway,1993,,
Old Man and the Sea,Ernest Hemingway,1952,,
Old Man and the Sea,Ernest Hemingway,2020,,
Death in the Afternoon,Ernest Hemingway,2021,,
Sun Also Rises,Ernest Hemingway,2021,,
Winner Take Nothing,Ernest Hemingway,2020,,
Men Without Women,Ernest Hemingway,2020,,
FOR WHOM THE BELL TOLLS,Ernest Hemingway,1942,,
By-line : Ernest Hemingway,Ernest Hemingway,1967,,
Winner Take Nothing,Ernest Hemingway,2017,,
A Farewell to Arms,Ernest Hemingway,1929,,
Moveable Feast,Ernest Hemingway,2010,,
A Farewell to Arms,Ernest Hemingway,1963,,
Men Without Women,Ernest Hemingway,2021,,
Green Hills of Africa [Bulgarian],Ernest Hemingway,2011,,
Old Man and the Sea,Ernest Hemingway,1952,,
Death in the Afternoon,Ernest Hemingway,2020,,
In Our Time,Ernest Hemingway,2021,,http://covers.openlibrary.org/b/id/12549159-L.jpg
Death in the Afternoon,Ernest Hemingway,1992,Bullfights,
"Selected Letters, 1917-1961",Ernest Hemingway,1983,Correspondence,http://covers.openlibrary.org/b/id/4655924-L.jpg
Poems,Ernest Hemingway,1960,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/574182-L.jpg
Le soleil se lève aussi,Ernest Hemingway,1949,,http://covers.openlibrary.org/b/id/967151-L.jpg
"Dateline, Toronto",Ernest Hemingway,1985,Foreign correspondents,http://covers.openlibrary.org/b/id/4143667-L.jpg
Paris Era Una Fiesta / Paris Was Festive,Ernest Hemingway,2001,,http://covers.openlibrary.org/b/id/5025492-L.jpg
Across the River and into the Trees,Ernest Hemingway,2020,,
Men Without Women,Ernest Hemingway,2020,,
Ernest Hemingway - Muerte en la Tarde,Ernest Hemingway,2020,,
The Old Man and the Sea,Ernest Hemingway,1993,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/10085896-L.jpg
Moveable Feast,Ernest Hemingway,2020,,
In Our Time,Ernest Hemingway,1925,,
For Whom the Bell Tolls,Ernest Hemingway,1940,,
Green Hills of Africa,Ernest Hemingway,1954,,
"Ernest Hemingway, selected letters, 1917-1961",Ernest Hemingway,1981,American Authors,http://covers.openlibrary.org/b/id/4655922-L.jpg
Moveable Feast,Ernest Hemingway,2021,,
Sun Also Rises,Ernest Hemingway,2021,American literature,
Sun Also Rises,Hemingway Hemingway Ernest,2020,,
Roughing It,Mark Twain,1872,19th century,http://covers.openlibrary.org/b/id/9165528-L.jpg
The Innocents Abroad,Mark Twain,1800,Description and travel,http://covers.openlibrary.org/b/id/8221271-L.jpg
A Tramp Abroad,Mark Twain,1878,American Authors,http://covers.openlibrary.org/b/id/9168741-L.jpg
The Prince and the Pauper,Mark Twain,1881,Readers,http://covers.openlibrary.org/b/id/8221267-L.jpg
The Adventures of Tom Sawyer,Mark Twain,1817,The Adventures of Tom Sawyer,http://covers.openlibrary.org/b/id/7103517-L.jpg
Life on the Mississippi,Mark Twain,1883,American Authors,http://covers.openlibrary.org/b/id/9164717-L.jpg
Pudd'nhead Wilson,Mark Twain,1869,Passing (Identity),http://covers.openlibrary.org/b/id/6633490-L.jpg
Adventures of Huckleberry Finn,Mark Twain,1707,adventure and adventurers,http://covers.openlibrary.org/b/id/8157718-L.jpg
Tom Sawyer Abroad,Mark Twain,1894,Balloon ascensions,http://covers.openlibrary.org/b/id/9162125-L.jpg
"Tom Sawyer, Detective",Mark Twain,1897,Fiction,http://covers.openlibrary.org/b/id/8923621-L.jpg
A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Time travel,http://covers.openlibrary.org/b/id/9168732-L.jpg
The Mysterious Stranger,Mark Twain,1916,American Humorous stories,http://covers.openlibrary.org/b/id/9173884-L.jpg
Personal Recollections of Joan of Arc,Mark Twain,1895,Christian women saints,http://covers.openlibrary.org/b/id/8239629-L.jpg
The Gilded Age,Mark Twain,1873,Fiction,http://covers.openlibrary.org/b/id/9166431-L.jpg
Tom Sawyer,Mark Twain,1931,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/13353094-L.jpg
Novels (Adventures of Huckleberry Finn / Adventures of Tom Sawyer),Mark Twain,1922,Juvenile works,http://covers.openlibrary.org/b/id/12374727-L.jpg
American Claimant,Mark Twain,1892,"Fiction, humorous, general",http://covers.openlibrary.org/b/id/13474226-L.jpg
Novels (Pudd'nhead Wilson / Those Extraordinary Twins),Mark Twain,1894,Fiction,http://covers.openlibrary.org/b/id/9160714-L.jpg
1601,Mark Twain,1880,Imaginary conversations,http://covers.openlibrary.org/b/id/10637325-L.jpg
Christian Science,Mark Twain,1899,Controversial literature,http://covers.openlibrary.org/b/id/9345076-L.jpg
Sketches New and Old,Mark Twain,1875,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/1758676-L.jpg
Following the Equator,Mark Twain,1897,Description and travel,http://covers.openlibrary.org/b/id/9345065-L.jpg
A Double Barrelled Detective Story,Mark Twain,1902,"Fiction, mystery & detective, general",http://covers.openlibrary.org/b/id/8222010-L.jpg
The American Claimant,Mark Twain,1892,Social life and customs,http://covers.openlibrary.org/b/id/8221285-L.jpg
"$30,000 Bequest and Other Stories (28 stories)",Mark Twain,1901,Classic Literature,http://covers.openlibrary.org/b/id/9164843-L.jpg
The Diaries of Adam and Eve (Extracts from Adam's Diary / Eve's Diary),Mark Twain,1953,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/6489557-L.jpg
Prince and the Pauper Annotated,Mark Twain,2021,,
The Celebrated Jumping Frog of Calaveras County,Mark Twain,1867,Fiction,http://covers.openlibrary.org/b/id/9168364-L.jpg
American Claimant Annotated,Mark Twain,2020,,
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",Mark Twain,1896,Huckleberry Finn (Fictitious character),http://covers.openlibrary.org/b/id/9160272-L.jpg
Adventures of Tom Sawyer,Mark Twain,2018,,http://covers.openlibrary.org/b/id/13444746-L.jpg
The Autobiography of Mark Twain,Mark Twain,1917,American Novelists,http://covers.openlibrary.org/b/id/6654540-L.jpg
What Is Man? and Other Essays,Mark Twain,1917,Mind and body,http://covers.openlibrary.org/b/id/6071484-L.jpg
Letters from the Earth,Mark Twain,1962,Etiquette,http://covers.openlibrary.org/b/id/9168450-L.jpg
The Million Pound Bank-Note and Other New Stories,Mark Twain,1893,American Humorous stories,http://covers.openlibrary.org/b/id/9169288-L.jpg
A Horse's Tale,Mark Twain,1906,Fiction,http://covers.openlibrary.org/b/id/9165028-L.jpg
Mark Twain's Speeches,Mark Twain,1910,"Speeches, addresses, etc., American",http://covers.openlibrary.org/b/id/8221994-L.jpg
Life on the Mississippi Annotated,Mark Twain,2021,,
What is man?,Mark Twain,1906,"Twain, mark, 1835-1910",http://covers.openlibrary.org/b/id/3848721-L.jpg
Eve's Diary,Mark Twain,1904,Fiction,http://covers.openlibrary.org/b/id/9168478-L.jpg
Extracts From Adam's Diary,Mark Twain,1893,Fiction,http://covers.openlibrary.org/b/id/9164824-L.jpg
Prince and the Pauper,Mark Twain,1964,"London (england), fiction",http://covers.openlibrary.org/b/id/13460158-L.jpg
Extract from Captain Stormfield's visit to heaven,Mark Twain,1909,Fiction,http://covers.openlibrary.org/b/id/8222014-L.jpg
Is Shakespeare Dead?,Mark Twain,1909,Authorship,http://covers.openlibrary.org/b/id/8222021-L.jpg
The Complete Short Stories of Mark Twain,Mark Twain,0,American Humorous stories,http://covers.openlibrary.org/b/id/6481388-L.jpg
American Claimant,Mark Twain,2007,"Fiction, humorous, general",
Novels (Tom Sawyer Abroad / Tom Sawyer Detective),Mark Twain,1961,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/9169140-L.jpg
Prince and the Pauper,Mark Twain,1978,"London (england), fiction",
The Man that Corrupted Hadleyburg and Other Stories and Essays [14 works],Mark Twain,1896,Social life and customs,http://covers.openlibrary.org/b/id/8236375-L.jpg
The American Claimant and Other Stories and Sketches (American Claimant / Merry Tales / Million Pound Bank-Note and Other Stories),Mark Twain,1896,Fiction,http://covers.openlibrary.org/b/id/8236376-L.jpg
Life on the Mississippi,Mark Twain,2018,,
Personal Recollections of Joan of Arc in two volumes. Volume 2/2,Mark Twain,1898,"Fiction, historical, general",http://covers.openlibrary.org/b/id/6933213-L.jpg
Roughing It in two volumes. 1/2,Mark Twain,1871,,http://covers.openlibrary.org/b/id/6840548-L.jpg
Alonzo Fitz and Other Stories,Mark Twain,2001,Classic Literature,http://covers.openlibrary.org/b/id/2748452-L.jpg
"The Stolen White Elephant, etc",Mark Twain,1882,American Humorous stories,http://covers.openlibrary.org/b/id/9168677-L.jpg
Complete Letters of Mark Twain,Mark Twain,1917,Correspondence,http://covers.openlibrary.org/b/id/1748791-L.jpg
How to Tell a Story and Other Essays (16 works),Mark Twain,1897,Essays,http://covers.openlibrary.org/b/id/7129349-L.jpg
A Tramp Abroad in two volumes. 1/2,Mark Twain,1880,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/9165077-L.jpg
Adventures of Tom Sawyer,Mark Twain,2018,,
Personal Recollections of Joan of Arc in two volumes. 1/2,Mark Twain,1896,"Fiction, historical, general",http://covers.openlibrary.org/b/id/5740853-L.jpg
Roughing It in two volumes. 2/2,Mark Twain,1899,Fiction,http://covers.openlibrary.org/b/id/5733639-L.jpg
The Million Pound Bank-Note,Mark Twain,1917,Wealth,http://covers.openlibrary.org/b/id/9169832-L.jpg
The Writings of Mark Twain (25 volumes),Mark Twain,1869,,
Joan of Arc - Volume 1,Mark Twain,2019,,
The Innocents Abroad in two volumes. 2/2,Mark Twain,1899,,http://covers.openlibrary.org/b/id/5911676-L.jpg
Adventures of Huckleberry Finn / Billy Budd / Red Badge of Courage / Scarlet Letter,Nathaniel Hawthorne,1969,American prose literature,http://covers.openlibrary.org/b/id/8755897-L.jpg
The man that corrupted Hadleyburg and other essays and stories (17 works),Mark Twain,1899,American Humorous stories,http://covers.openlibrary.org/b/id/9169872-L.jpg
A Dog's Tale,Mark Twain,1904,Dogs,http://covers.openlibrary.org/b/id/8222007-L.jpg
The Stolen White Elephant,Mark Twain,1882,Classic Literature,http://covers.openlibrary.org/b/id/9165167-L.jpg
King Leopold's Soliloquy,Mark Twain,1905,Fiction,http://covers.openlibrary.org/b/id/9169499-L.jpg
A Tramp Abroad in two volumes. 2/2,Mark Twain,1899,"Twain, mark, 1835-1910",http://covers.openlibrary.org/b/id/9165086-L.jpg
Prince and the Pauper,Mark Twain,2019,,
Adventures of Tom Sawyer,Mark Twain,2019,,
The Innocents Abroad in two volumes. 1/2,Mark Twain,1899,,http://covers.openlibrary.org/b/id/9160574-L.jpg
Following the Equator in two volumes. 1/2,Mark Twain,1899,"Twain, mark, 1835-1910",http://covers.openlibrary.org/b/id/5733736-L.jpg
The Man That Corrupted Hadleyburg,Mark Twain,1903,"Fiction, short stories (single author)",http://covers.openlibrary.org/b/id/1719214-L.jpg
The Celebrated Jumping Frog of Calaveras County and Other Sketches,Mark Twain,1867,American Humorous stories,http://covers.openlibrary.org/b/id/9174439-L.jpg
The Curious Republic of Gondour and other Whimsical Sketches,Mark Twain,1919,,http://covers.openlibrary.org/b/id/8222012-L.jpg
Prince and the Pauper,Mark Twain,2018,,
Adventures of Tom Sawyer,Mark Twain,2020,,
Rambling Notes of an Idle Excursion,Mark Twain,1878,,http://covers.openlibrary.org/b/id/5811717-L.jpg
The Gilded Age in two volumes. 2/2,Mark Twain,1899,,http://covers.openlibrary.org/b/id/8236380-L.jpg
Following the Equator in two volumes. 2/2,Mark Twain,1899,"Twain, mark, 1835-1910",http://covers.openlibrary.org/b/id/5896465-L.jpg
Merry Tales,Mark Twain,1892,American Humorous stories,http://covers.openlibrary.org/b/id/9163002-L.jpg
The Mysterious Stranger and Other Stories (7 works),Mark Twain,1916,American Humorous stories,http://covers.openlibrary.org/b/id/9162030-L.jpg
Old Times on the Mississippi,Mark Twain,0,Description and travel,http://covers.openlibrary.org/b/id/6484084-L.jpg
"Selected Mark Twain-Howells letters, 1872-1910",Mark Twain,1960,"Authors, correspondence",http://covers.openlibrary.org/b/id/9164730-L.jpg
Editorial Wild Oats,Mark Twain,1905,American Humorous stories,http://covers.openlibrary.org/b/id/8222019-L.jpg
The Prince and the Pauper,Mark Twain,1992,,
In Defense of Harriet Shelley and other essays,Mark Twain,1918,,http://covers.openlibrary.org/b/id/8222046-L.jpg
Mark Twain's Own Autobiography,Mark Twain,1924,"Twain, mark, 1835-1910",http://covers.openlibrary.org/b/id/9164542-L.jpg
Prince and the Pauper,Mark Twain,2014,,
Adventures of Tom Sawyer,Mark Twain,2008,,http://covers.openlibrary.org/b/id/12621885-L.jpg
American Claimant,Mark Twain,2006,"Fiction, humorous, general",
"The $30,000 Bequest and Other Stories (38 stories)",Mark Twain,1903,American Humorous stories,http://covers.openlibrary.org/b/id/9168750-L.jpg
Those Extraordinary Twins,Mark Twain,2002,Classic Literature,http://covers.openlibrary.org/b/id/763671-L.jpg
The choice humorous works of Mark Twain,Mark Twain,1874,,http://covers.openlibrary.org/b/id/6655879-L.jpg
Mark Twain's (Burlesque) Autobiography and First Romance,Mark Twain,1871,Caricatures and cartoons,http://covers.openlibrary.org/b/id/9168704-L.jpg
A pen warmed-up in hell,Mark Twain,1972,American fiction (fictional works by one author),http://covers.openlibrary.org/b/id/12634613-L.jpg
The American Claimant and Other Stories and Sketches (American Claimant / Merry Tales),Mark Twain,0,American Humorous stories,http://covers.openlibrary.org/b/id/9165196-L.jpg
Plays (36),William Shakespeare,1623,sources,http://covers.openlibrary.org/b/id/9023411-L.jpg
King Lear,William Shakespeare,1608,Drama,http://covers.openlibrary.org/b/id/7420452-L.jpg
Richard II,William Shakespeare,2015,,http://covers.openlibrary.org/b/id/13754983-L.jpg
A Midsummer Night's Dream,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/7205924-L.jpg
"Works [37 plays, 6 poems, sonnets]",William Shakespeare,1730,Early Modern and Elizabethan English Drama,http://covers.openlibrary.org/b/id/8779054-L.jpg
Antony and Cleopatra,William Shakespeare,1734,"Antonius, Marcus,",http://covers.openlibrary.org/b/id/8222096-L.jpg
The Merchant of Venice,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/7182819-L.jpg
Romeo and Juliet,William Shakespeare,1597,Bibliography,http://covers.openlibrary.org/b/id/8257991-L.jpg
King Richard II,William Shakespeare,1597,Drama,http://covers.openlibrary.org/b/id/9069548-L.jpg
King Henry V,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/7420215-L.jpg
The Comedy of Errors,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/5561040-L.jpg
King John,William Shakespeare,1700,Drama,http://covers.openlibrary.org/b/id/7340949-L.jpg
Love's Labour's Lost,William Shakespeare,1598,Drama,http://covers.openlibrary.org/b/id/9020738-L.jpg
King Henry IV. Part 2,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/7339581-L.jpg
Pericles,William Shakespeare,1609,Drama,http://covers.openlibrary.org/b/id/7165070-L.jpg
Taming of the Shrew,William Shakespeare,1631,Drama,http://covers.openlibrary.org/b/id/7889534-L.jpg
All's Well That Ends Well,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/7338455-L.jpg
Julius Caesar,William Shakespeare,1684,Antoine (Marcus Antonius),http://covers.openlibrary.org/b/id/7901303-L.jpg
Timon of Athens,William Shakespeare,1734,Rich people,http://covers.openlibrary.org/b/id/7329261-L.jpg
The Merry Wives of Windsor,William Shakespeare,1602,Drama,http://covers.openlibrary.org/b/id/7165252-L.jpg
Winter's Tale,William Shakespeare,1735,Drama,http://covers.openlibrary.org/b/id/7405847-L.jpg
King Henry VI. Part 3,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/7182904-L.jpg
Titus Andronicus,William Shakespeare,1600,Bibliography,http://covers.openlibrary.org/b/id/9020748-L.jpg
King Henry VI. Part 2,William Shakespeare,1600,Drama,http://covers.openlibrary.org/b/id/9118899-L.jpg
Much Ado About Nothing,William Shakespeare,1600,mistaken identities,http://covers.openlibrary.org/b/id/8290853-L.jpg
Macbeth,William Shakespeare,1508,Drama,http://covers.openlibrary.org/b/id/7424001-L.jpg
Troilus and Cressida,William Shakespeare,1609,Drama,http://covers.openlibrary.org/b/id/8789523-L.jpg
King Henry VIII,William Shakespeare,1670,Drama,http://covers.openlibrary.org/b/id/7897086-L.jpg
King Henry IV. Part 1,William Shakespeare,1598,Drama,http://covers.openlibrary.org/b/id/116833-L.jpg
Cymbeline,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/8997203-L.jpg
As You Like It,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/7338874-L.jpg
Coriolanus,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/8222112-L.jpg
King Henry VI. Part 1,William Shakespeare,1735,Drama,http://covers.openlibrary.org/b/id/8202808-L.jpg
Twelfth Night,William Shakespeare,1734,Drama,http://covers.openlibrary.org/b/id/9119932-L.jpg
Hamlet,William Shakespeare,1603,performing arts,http://covers.openlibrary.org/b/id/8281954-L.jpg
Sonnets,William Shakespeare,1609,English Sonnets,http://covers.openlibrary.org/b/id/8222090-L.jpg
King Richard III,William Shakespeare,1597,Drama,http://covers.openlibrary.org/b/id/9020720-L.jpg
Othello,William Shakespeare,1622,Drama,http://covers.openlibrary.org/b/id/7165018-L.jpg
Tempest,William Shakespeare,1611,English literature: Shakespeare criticism,http://covers.openlibrary.org/b/id/8155661-L.jpg
Measure for Measure,William Shakespeare,1700,Drama,http://covers.openlibrary.org/b/id/7339281-L.jpg
The Two Noble Kinsmen,John Fletcher,1634,Drama,http://covers.openlibrary.org/b/id/7337998-L.jpg
"Works [37 plays, 5 poems, sonnets]",William Shakespeare,1794,Tragedies,http://covers.openlibrary.org/b/id/8774653-L.jpg
Two Gentlemen of Verona,William Shakespeare,1632,Drama,http://covers.openlibrary.org/b/id/8791306-L.jpg
Beautiful Stories from Shakespeare,Edith Nesbit,1975,Children's stories,http://covers.openlibrary.org/b/id/874631-L.jpg
The Magic City,Edith Nesbit,1910,Fantasy,http://covers.openlibrary.org/b/id/1673063-L.jpg
The Enchanted Castle,Edith Nesbit,1907,Fiction,http://covers.openlibrary.org/b/id/6644514-L.jpg
The Power of Darkness,Edith Nesbit,2006,English Ghost stories,http://covers.openlibrary.org/b/id/882715-L.jpg
Wet Magic (Books of Wonder),Edith Nesbit,1937,Fantasy fiction,http://covers.openlibrary.org/b/id/854565-L.jpg
The Magic World,Edith Nesbit,1959,Magic,http://covers.openlibrary.org/b/id/2970137-L.jpg
The Wouldbegoods,Edith Nesbit,1901,Classic Literature,http://covers.openlibrary.org/b/id/8243273-L.jpg
The Story of the Amulet,Edith Nesbit,1906,Roman pour la jeunesse,http://covers.openlibrary.org/b/id/13241470-L.jpg
The Railway Children,Edith Nesbit,1906,Brothers and sisters,http://covers.openlibrary.org/b/id/13241123-L.jpg
Five Children and It,Edith Nesbit,1905,Fiction,http://covers.openlibrary.org/b/id/28174-L.jpg
The Book of Dragons,Edith Nesbit,1973,Juvenile fiction,http://covers.openlibrary.org/b/id/4342323-L.jpg
The Story of the Treasure Seekers being the adventures of the Bastable children in search of a fortune,Edith Nesbit,1899,Fiction,http://covers.openlibrary.org/b/id/13241364-L.jpg
The Phoenix and the Carpet,Edith Nesbit,1903,English Fantasy fiction,http://covers.openlibrary.org/b/id/902122-L.jpg
New treasure seekers,Edith Nesbit,1904,Juvenile fiction,http://covers.openlibrary.org/b/id/101927-L.jpg
The incredible honeymoon,Edith Nesbit,1916,,http://covers.openlibrary.org/b/id/10901080-L.jpg
The Incomplete Amorist,Edith Nesbit,1906,"Fiction, romance, general",http://covers.openlibrary.org/b/id/2002786-L.jpg
Venus and Adonis,William Shakespeare,1593,Poetry,http://covers.openlibrary.org/b/id/8982674-L.jpg
The Comedies (All's Well That Ends Well / As You Like It / Comedy of Errors / Love's Labour's Lost / Measure for Measure / Merchant of Venice / Merry Wives of Windsor / Midsummer Night's Dream / Much Ado About Nothing / Taming of the Shrew / Tempest / Twelfth Night / Two Gentlemen of Verona / Winter's Tale),William Shakespeare,1847,humorous plays,http://covers.openlibrary.org/b/id/8774847-L.jpg
Plays (37),William Shakespeare,1768,English literature: Shakespeare texts,http://covers.openlibrary.org/b/id/8772750-L.jpg
Titus Andronicus Illustrated,William Shakespeare,2020,,
In Homespun,Edith Nesbit,1896,,http://covers.openlibrary.org/b/id/2780804-L.jpg
Plays (King Henry IV. Part 1 / King Henry IV. Part 2),William Shakespeare,1845,Drama,http://covers.openlibrary.org/b/id/6921323-L.jpg
Richard II,William Shakespeare,1966,,http://covers.openlibrary.org/b/id/12549524-L.jpg
Plays (43),William Shakespeare,1663,mistaken identities,http://covers.openlibrary.org/b/id/9022403-L.jpg
Works (46),William Shakespeare,1905,English literature: Shakespeare texts,http://covers.openlibrary.org/b/id/9071126-L.jpg
The House of Arden,Edith Nesbit,1900,Buried  treasure,http://covers.openlibrary.org/b/id/859223-L.jpg
"Romeo and Juliet, 1750",David Garrick,1750,Drama,http://covers.openlibrary.org/b/id/7424042-L.jpg
