Title,Author,First Published Year,Subjects,Cover Image URL
History of England,Jane Austen,1977,Humor,http://covers.openlibrary.org/b/id/9277873-L.jpg
Sense and Sensibility,Jane Austen,2020,,
Mansfield Park,Jane Austen,2020,,
Pride and Prejudice,Jane Austen,2019,,
Awesomely Austen - Illustrated and Retold,Églantine Ceulemans,2019,,http://covers.openlibrary.org/b/id/12411937-L.jpg
Mansfield Park,Jane Austen,2009,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/12853598-L.jpg
Pride and Prejudice,Donald Gray,1966,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/13148521-L.jpg
Mansfield Park by Jane Austen,Jane Austen,2020,,
Juvenilia - Volume II,Jane Austen,2019,,
Persuasion Illustrated,Jane Austen,2021,,
Sir Charles Grandison,Jane Austen,1980,"Love stories, English",http://covers.openlibrary.org/b/id/9277860-L.jpg
"Sanditon, The Watsons, Lady Susan, and other miscellanea",Jane Austen,1934,"Love stories, English",http://covers.openlibrary.org/b/id/12991930-L.jpg
"Charades &c., written a hundred years ago",Jane Austen,1895,Charades,
Novels (Lady Susan / Northanger Abbey / Sandition / Watsons),Jane Austen,1980,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/9278270-L.jpg
Letters of Jane Austen,Jane Austen,2021,,
Mansfield Park,Jane Austen,2020,,
Emma,Jane Austen,2020,,
Northanger Abbey,Jane Austen,2020,,
Emma Watson,Joan Aiken,1996,Fiction,http://covers.openlibrary.org/b/id/173872-L.jpg
Lit for Little Hands,Jane Austen,2017,Children's fiction,http://covers.openlibrary.org/b/id/14138558-L.jpg
The Novels of Jane Austen,Reginald Brimley Johnson,2018,,http://covers.openlibrary.org/b/id/10897490-L.jpg
Catherine Morland Annoté,Félix Fénéon,2021,,
Catharine and Other Writings,Jane Austen,1975,"Love stories, English",http://covers.openlibrary.org/b/id/11601366-L.jpg
Novels of Jane Austen,Jane Austen,2022,,http://covers.openlibrary.org/b/id/13813158-L.jpg
Novels (Emma / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,1997,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/9277885-L.jpg
Juvenilia - Volume I,Jane Austen,2018,,
Persuasion Illustrated,Jane Austen,2020,,
Best of Austen,Jane Austen,2021,"Fiction, general",
Persuasion Annotated,Jane Austen,2022,,
"Five letters from Jane Austen to her niece, Fanny Knight",Jane Austen,1924,Correspondence,
Juvenilia - Volume II,Jane Austen,2020,,
Stolz und Vorurteil,Jane Austen,2008,,http://covers.openlibrary.org/b/id/9354933-L.jpg
Northanger Abbey,Jane Austen,2021,,
Emma,Jane Austen,2019,,
Pride and Prejudice,Jane Austen,2019,,
Persuasion,Jane Austen,2020,,
The Beautifull Cassandra,Jane Austen,1993,English literature,http://covers.openlibrary.org/b/id/12645117-L.jpg
Castle of Otranto / Mysteries of Udolpho / Northanger Abbey,Horace Walpole,1963,,http://covers.openlibrary.org/b/id/6899477-L.jpg
Novels (Jane Eyre / Wuthering Heights),Charlotte Brontë,1943,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/1934452-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,1877,"Married people, fiction",http://covers.openlibrary.org/b/id/13180796-L.jpg
Казаки (Kazaki),Lev Nikolaevič Tolstoy,1887,Russian literature,http://covers.openlibrary.org/b/id/8243208-L.jpg
Khozi͡ain i rabotnik,Lev Nikolaevič Tolstoy,1895,Russian language,http://covers.openlibrary.org/b/id/9907988-L.jpg
Youth,Lev Nikolaevič Tolstoy,1919,Slavic philology,http://covers.openlibrary.org/b/id/2762013-L.jpg
Childhood Annotated,Lev Nikolaevič Tolstoy,1961,Russian language,http://covers.openlibrary.org/b/id/11406751-L.jpg
Boyhood,Lev Nikolaevič Tolstoy,1854,Fiction,http://covers.openlibrary.org/b/id/4986307-L.jpg
Смерть Ивана Ильича,Lev Nikolaevič Tolstoy,1887,Literature,http://covers.openlibrary.org/b/id/419697-L.jpg
Война и мир / Voĭna i mir,Lev Nikolaevič Tolstoy,1864,Classic,http://covers.openlibrary.org/b/id/8236285-L.jpg
Voskresenīe,Lev Nikolaevič Tolstoy,1899,Continental european fiction (fictional works by one author),http://covers.openlibrary.org/b/id/6309101-L.jpg
Анна Каренина,Lev Nikolaevič Tolstoy,1876,Fiction,http://covers.openlibrary.org/b/id/2560652-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,1951,,http://covers.openlibrary.org/b/id/13265283-L.jpg
Детство; Отрочество; Юность,Lev Nikolaevič Tolstoy,1862,Social conditions,http://covers.openlibrary.org/b/id/8240391-L.jpg
Sobranie sochinenii v dvadtsati dvukh tomakh,Lev Nikolaevič Tolstoy,1882,Russian literature,http://covers.openlibrary.org/b/id/5757850-L.jpg
Крейцерова соната,Lev Nikolaevič Tolstoy,1880,Translations into English,http://covers.openlibrary.org/b/id/9766366-L.jpg
The Kreutzer sonata and other stories,Lev Nikolaevič Tolstoy,1887,Translations into English,http://covers.openlibrary.org/b/id/11725468-L.jpg
Hadji-Mourad,Lev Nikolaevič Tolstoy,1900,Continental european fiction (fictional works by one author),http://covers.openlibrary.org/b/id/605982-L.jpg
Father Sergius,Lev Nikolaevič Tolstoy,1911,Translations into English,http://covers.openlibrary.org/b/id/1760955-L.jpg
Ispovedʹ,Lev Nikolaevič Tolstoy,1882,Christian life,http://covers.openlibrary.org/b/id/8009377-L.jpg
Chto takoe iskusstvo? / What is art?,Lev Nikolaevič Tolstoy,1898,Art,http://covers.openlibrary.org/b/id/6968217-L.jpg
The Kingdom of God Is Within You,Lev Nikolaevič Tolstoy,1894,Art,http://covers.openlibrary.org/b/id/767594-L.jpg
Best Russian short stories,Thomas Seltzer,1917,"Short stories, Russian",http://covers.openlibrary.org/b/id/12777558-L.jpg
Sebastopol,Lev Nikolaevič Tolstoy,1887,Fiction,http://covers.openlibrary.org/b/id/762218-L.jpg
Power of Darkness,Lev Nikolaevič Tolstoy,2011,,
Twenty-three tales,Lev Nikolaevič Tolstoy,1906,Russian Short stories,http://covers.openlibrary.org/b/id/1804174-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,1887,Fiction,http://covers.openlibrary.org/b/id/12756296-L.jpg
Tolstoy on Shakespeare,Lev Nikolaevič Tolstoy,1906,Criticism and interpretation,http://covers.openlibrary.org/b/id/2494713-L.jpg
On the Significance of Science and Art,Lev Nikolaevič Tolstoy,2004,,http://covers.openlibrary.org/b/id/1825938-L.jpg
The slavery of our times,Lev Nikolaevič Tolstoy,1900,Anarchism,http://covers.openlibrary.org/b/id/5656910-L.jpg
Ivan the Fool,Lev Nikolaevič Tolstoy,2018,,
Zakon nasilii͡a︡ i zakon li͡u︡bvi,Lev Nikolaevič Tolstoy,1948,"Government, Resistance to",http://covers.openlibrary.org/b/id/1659937-L.jpg
Vlastʹ tʹmy,Lev Nikolaevič Tolstoy,1887,Slavic philology,http://covers.openlibrary.org/b/id/5442204-L.jpg
Redemption and Two Other Plays,Lev Nikolaevič Tolstoy,1919,Russian drama,http://covers.openlibrary.org/b/id/1845483-L.jpg
My Confession; Critique of Dogmatic Theology,Lev Nikolaevič Tolstoy,1904,,http://covers.openlibrary.org/b/id/5960203-L.jpg
My confession,Lev Nikolaevič Tolstoy,1887,Russian Authors,http://covers.openlibrary.org/b/id/5629304-L.jpg
What then must we do?,Lev Nikolaevič Tolstoy,1925,Social conditions,http://covers.openlibrary.org/b/id/13792080-L.jpg
Master and Man and other parables and tales,Lev Nikolaevič Tolstoy,1910,Russian Short stories,http://covers.openlibrary.org/b/id/1788461-L.jpg
Family Happiness,Lev Nikolaevič Tolstoy,2009,,
Hadji Murad,Lev Nikolaevič Tolstoy,1912,Continental european fiction (fictional works by one author),http://covers.openlibrary.org/b/id/3812916-L.jpg
The forged coupon,Lev Nikolaevič Tolstoy,1910,Classic Literature,http://covers.openlibrary.org/b/id/2559277-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,2017,,http://covers.openlibrary.org/b/id/13515944-L.jpg
Chem li͡u︡di zhivy,Lev Nikolaevič Tolstoy,1888,,http://covers.openlibrary.org/b/id/6266036-L.jpg
Anna Karénine - Tome II,Lev Nikolaevič Tolstoy,2022,,
Recollections & essays,Lev Nikolaevič Tolstoy,1937,,
The Complete Works of Count Tolstoy; Volume 14,Leo Wiener,2018,,http://covers.openlibrary.org/b/id/10920857-L.jpg
Tolstoy's letters,Lev Nikolaevič Tolstoy,1962,Correspondence,http://covers.openlibrary.org/b/id/4655779-L.jpg
Childhood,C. J. Hogarth,2018,,
Antología de la literatura fantástica,Jorge Luis Borges,1940,Fantasy literature,http://covers.openlibrary.org/b/id/10832253-L.jpg
Dʹi͡a︡vol,Lev Nikolaevič Tolstoy,1926,"Fiction, history and criticism",http://covers.openlibrary.org/b/id/740302-L.jpg
Fables and Fairytales,Lev Nikolaevič Tolstoy,1962,Russian Fables,http://covers.openlibrary.org/b/id/6500222-L.jpg
Complete Works of Count Tolstoy,Lev Nikolaevič Tolstoy,2018,,
The Gospels in brief,Lev Nikolaevič Tolstoy,2004,Biblical Sources,http://covers.openlibrary.org/b/id/12958472-L.jpg
Война и мир / Voĭna i mir,Lev Nikolaevič Tolstoy,1906,Campaigns,http://covers.openlibrary.org/b/id/5778198-L.jpg
The kingdom of God and peace essays,Lev Nikolaevič Tolstoy,1935,War and religion,
Plays,Lev Nikolaevič Tolstoy,1904,Russian Dramatists,http://covers.openlibrary.org/b/id/6334808-L.jpg
The Forged Coupon and Other Stories,Lev Nikolaevič Tolstoy,2001,,http://covers.openlibrary.org/b/id/763421-L.jpg
What is art? and essays on art,Lev Nikolaevič Tolstoy,1929,Art,http://covers.openlibrary.org/b/id/4866450-L.jpg
Tolstoy,Lev Nikolaevič Tolstoy,1931,Translations into English,http://covers.openlibrary.org/b/id/613116-L.jpg
Essays and letters,Lev Nikolaevič Tolstoy,1903,Translations into English,http://covers.openlibrary.org/b/id/9760051-L.jpg
À la Recherche du Bonheur,Lev Nikolaevič Tolstoy,2017,,http://covers.openlibrary.org/b/id/13843951-L.jpg
The Complete Works Of Count Tolstóy,Lev Nikolaevič Tolstoy,2016,,http://covers.openlibrary.org/b/id/10945653-L.jpg
The Kingdom Of God Is Within You,Lev Nikolaevič Tolstoy,1894,,http://covers.openlibrary.org/b/id/11283885-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,2017,,
Power of Darkness,Lev Nikolaevič Tolstoy,2009,"Fiction, action & adventure",
What to do?,Lev Nikolaevič Tolstoy,1887,,http://covers.openlibrary.org/b/id/2970232-L.jpg
What I Believe,Lev Nikolaevič Tolstoy,1885,Controversial literature,http://covers.openlibrary.org/b/id/2010357-L.jpg
Sevastopol,Isabel Florence Hapgood,2015,,
My Religion,Lev Nikolaevič Tolstoy,1885,Religion,http://covers.openlibrary.org/b/id/5568780-L.jpg
Plody prosveshchenii͡a︡,Lev Nikolaevič Tolstoy,1911,,http://covers.openlibrary.org/b/id/10310048-L.jpg
The Death of Ivan Ilych and other stories,Lev Nikolaevič Tolstoy,1989,Translations into English,http://covers.openlibrary.org/b/id/1315103-L.jpg
"Childhood, Boyhood, Youth, the Incursion",Leo Wiener,2022,,
Complete Works of Count Tolstoy,Edited by Leo Weiner,2022,,http://covers.openlibrary.org/b/id/13660888-L.jpg
Complete Works of Count Tolstoy; Volume 16,Leo Wiener,2018,,
Christianity and Patriotism,Lev Nikolaevič Tolstoy,2013,,
"The Complete Works of Count Tolstoy, Volume 6",Leo Wiener,2015,,http://covers.openlibrary.org/b/id/11311985-L.jpg
[Works],Leo Wiener,2015,,http://covers.openlibrary.org/b/id/11169017-L.jpg
Gospels in Brief,Lev Nikolaevič Tolstoy,2009,,
The complete works of Count Tolstoy,Lev Nikolaevič Tolstoy,1904,,http://covers.openlibrary.org/b/id/5750656-L.jpg
Anna Karenina by Leo Tolstoy,Lev Nikolaevič Tolstoy,2020,,
Tolstoy on education,Lev Nikolaevič Tolstoy,1967,I͡Asnopoli͡anskai͡a shkola imeni L.N. Tolstogo,http://covers.openlibrary.org/b/id/7365741-L.jpg
"Esarhaddon, and Other Tales",Lev Nikolaevič Tolstoy,2018,,http://covers.openlibrary.org/b/id/11101871-L.jpg
In Pursuit of Happiness,Lev Nikolaevič Tolstoy,2018,,http://covers.openlibrary.org/b/id/10982028-L.jpg
Guerra y paz,Lev Nikolaevič Tolstoy,1984,,http://covers.openlibrary.org/b/id/13859412-L.jpg
Modern Short Stories,Frederick Houk Law,1918,banks,http://covers.openlibrary.org/b/id/9248605-L.jpg
Aloysha the Pot,Lev Nikolaevič Tolstoy,2009,,
Tolstoi's love letters,Lev Nikolaevič Tolstoy,1923,Correspondence,http://covers.openlibrary.org/b/id/2490588-L.jpg
Tolstoy on art,Lev Nikolaevič Tolstoy,1924,Arts,http://covers.openlibrary.org/b/id/5750336-L.jpg
Tales of army life,Lev Nikolaevič Tolstoy,1935,Fiction,
Tolstoy's writings on civil disobedience and non-violence,Lev Nikolaevič Tolstoy,1967,Nonviolence,http://covers.openlibrary.org/b/id/9591493-L.jpg
"The Kingdom of God Is Within You, Christianity and Patriotism, Miscellanies",Lev Nikolaevič Tolstoy,1905,,http://covers.openlibrary.org/b/id/11409119-L.jpg
Anna Karenina,Lev Nikolaevič Tolstoy,2022,,
Boyhood,C. J. Hogarth,2018,,
Tolstoy on Education,Lev Nikolaevič Tolstoy,1992,"Education, philosophy",
Ana Karenina,Léon Tolstoï,2018,"Literature, collections",http://covers.openlibrary.org/b/id/13525487-L.jpg
"Fables for children, stories for children, natural science stories, popular education, decembrists, moral tales",Lev Nikolaevič Tolstoy,1904,,http://covers.openlibrary.org/b/id/6872018-L.jpg
Death of Ivan Ilych,Lev Nikolaevič Tolstoy,2017,,
Anna Karenina,Lev Nikolaevič Tolstoy,1930,,
Ivan the Fool,Lev Nikolaevič Tolstoy,2019,,
Anna Karenina,Lev Nikolaevič Tolstoy,2021,,
Anna Karénine - Tome II Illustree,Lev Nikolaevič Tolstoy,2020,,
"Anna Karenina, Volume 1",Lev Nikolaevič Tolstoy,2001,Continental european fiction (fictional works by one author),http://covers.openlibrary.org/b/id/1826922-L.jpg
The Handmaid's Tale,Margaret Atwood,1985,brothels,http://covers.openlibrary.org/b/id/8231851-L.jpg
Alias Grace,Margaret Atwood,1996,Fiction,http://covers.openlibrary.org/b/id/6642671-L.jpg
The Blind Assassin,Margaret Atwood,2000,Death,http://covers.openlibrary.org/b/id/11041760-L.jpg
Cat's Eye,Margaret Atwood,1988,modern & contemporary fiction,http://covers.openlibrary.org/b/id/12506526-L.jpg
The Edible Woman,Margaret Atwood,1969,Fiction,http://covers.openlibrary.org/b/id/652005-L.jpg
Surfacing,Margaret Atwood,1972,Fiction,http://covers.openlibrary.org/b/id/10195804-L.jpg
The Robber Bride,Margaret Atwood,1993,Fiction,http://covers.openlibrary.org/b/id/10595559-L.jpg
The Penelopiad,Margaret Atwood,2005,Penelope (Greek mythology),http://covers.openlibrary.org/b/id/4860886-L.jpg
Oryx and Crake,Margaret Atwood,2002,Literary Fiction,http://covers.openlibrary.org/b/id/12507658-L.jpg
Life before man,Margaret Atwood,1979,Fiction,http://covers.openlibrary.org/b/id/78144-L.jpg
Lady Oracle,Margaret Atwood,1976,Fiction,http://covers.openlibrary.org/b/id/8292939-L.jpg
Dancing girls and other stories,Margaret Atwood,1977,Social life and customs,http://covers.openlibrary.org/b/id/3326091-L.jpg
Bluebeard's Egg and other stories,Margaret Atwood,1983,Social life and customs,http://covers.openlibrary.org/b/id/12510214-L.jpg
Bodily Harm,Margaret Atwood,1981,Fiction,http://covers.openlibrary.org/b/id/12506520-L.jpg
Wilderness Tips,Margaret Atwood,1991,Manners and customs,http://covers.openlibrary.org/b/id/12506479-L.jpg
The Year of the Flood,Margaret Atwood,2009,Fiction,http://covers.openlibrary.org/b/id/12816870-L.jpg
Good Bones,Margaret Atwood,1992,Canadian Short stories,http://covers.openlibrary.org/b/id/12322157-L.jpg
Moral Disorder and Other Stories,Margaret Atwood,2006,Fiction,http://covers.openlibrary.org/b/id/6807337-L.jpg
The Testaments,Margaret Atwood,2019,Science Fiction,http://covers.openlibrary.org/b/id/12366815-L.jpg
The circle game,Margaret Atwood,1964,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/12507562-L.jpg
MaddAdam,Margaret Atwood,2013,Science fiction,http://covers.openlibrary.org/b/id/12510771-L.jpg
Hag-Seed,Margaret Atwood,2016,Death,http://covers.openlibrary.org/b/id/12511033-L.jpg
Murder in the dark,Margaret Atwood,1983,Social life and customs,http://covers.openlibrary.org/b/id/12507543-L.jpg
The journals of Susanna Moodie,Margaret Atwood,1969,Poetry,http://covers.openlibrary.org/b/id/12507533-L.jpg
The Heart Goes Last,Margaret Atwood,2015,Fiction,http://covers.openlibrary.org/b/id/12507638-L.jpg
Negotiating with the dead,Margaret Atwood,2002,Authorship,http://covers.openlibrary.org/b/id/744914-L.jpg
Morning in the burned house,Margaret Atwood,1995,Poetry,http://covers.openlibrary.org/b/id/12507548-L.jpg
Survival,Margaret Atwood,1972,Intellectual life,http://covers.openlibrary.org/b/id/11724246-L.jpg
Power politics,Margaret Atwood,1971,American literature,http://covers.openlibrary.org/b/id/2271468-L.jpg
The Door,Margaret Atwood,2007,Poetry,http://covers.openlibrary.org/b/id/9744457-L.jpg
True Stories,Margaret Atwood,1981,Poetry,http://covers.openlibrary.org/b/id/4272737-L.jpg
The Tent,Margaret Atwood,2006,fiction,http://covers.openlibrary.org/b/id/12506540-L.jpg
Stone mattress,Margaret Atwood,2014,Authors,http://covers.openlibrary.org/b/id/12507627-L.jpg
Poems 1976-1986,Margaret Atwood,1986,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/12506509-L.jpg
The animals in that country,Margaret Atwood,1968,Canadian poetry,http://covers.openlibrary.org/b/id/6648959-L.jpg
Dearly,Margaret Atwood,2020,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/10357400-L.jpg
Payback,Margaret Atwood,2008,Social aspects,http://covers.openlibrary.org/b/id/12507536-L.jpg
Second words,Margaret Atwood,1982,History and criticism,http://covers.openlibrary.org/b/id/12508430-L.jpg
Up in the Tree,Margaret Atwood,1978,Children's fiction,http://covers.openlibrary.org/b/id/12510530-L.jpg
You are happy,Margaret Atwood,1974,Self-realization,http://covers.openlibrary.org/b/id/9983284-L.jpg
In other worlds,Margaret Atwood,2011,Authorship,http://covers.openlibrary.org/b/id/12507544-L.jpg
Good bones and simple murders,Margaret Atwood,1994,Large type books,http://covers.openlibrary.org/b/id/6761164-L.jpg
Fourteen Days,Margaret Atwood,2022,,http://covers.openlibrary.org/b/id/12521946-L.jpg
Princess Prunella and the purple peanut,Margaret Atwood,1995,Fairy tales,http://covers.openlibrary.org/b/id/6621291-L.jpg
Procedures for Underground,Margaret Atwood,1970,Canadian poetry,http://covers.openlibrary.org/b/id/12506547-L.jpg
Rude Ramsey and the Roaring Radishes,Margaret Atwood,2003,Fiction,http://covers.openlibrary.org/b/id/9803400-L.jpg
Strange things,Margaret Atwood,1995,History and criticism,http://covers.openlibrary.org/b/id/12506516-L.jpg
Curious pursuits,Margaret Atwood,2005,Friends and associates,http://covers.openlibrary.org/b/id/11613556-L.jpg
Burning Questions,Margaret Atwood,2022,English literature,http://covers.openlibrary.org/b/id/14372312-L.jpg
L'assassí cec,Margaret Atwood,2008,,http://covers.openlibrary.org/b/id/13959302-L.jpg
Poems 1965-1975,Margaret Atwood,1987,Canadian poetry,http://covers.openlibrary.org/b/id/12507555-L.jpg
Two-Headed Poems,Margaret Atwood,1978,Poetry,http://covers.openlibrary.org/b/id/12507535-L.jpg
The new Oxford book of Canadian verse in English,Margaret Atwood,1982,Canadian poetry,http://covers.openlibrary.org/b/id/12506545-L.jpg
Poems,Margaret Atwood,1976,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/12507511-L.jpg
Old Babes in the Wood,Margaret Atwood,2023,,http://covers.openlibrary.org/b/id/13126389-L.jpg
In search of Alias Grace,Margaret Atwood,1997,History and criticism,http://covers.openlibrary.org/b/id/2622859-L.jpg
Moving targets,Margaret Atwood,2004,History and criticism,http://covers.openlibrary.org/b/id/685478-L.jpg
Margaret Atwood Conversations,Earl G. Ingersoll,1990,Interviews,http://covers.openlibrary.org/b/id/4783459-L.jpg
On writers and writing,Margaret Atwood,2014,Authorship,http://covers.openlibrary.org/b/id/12774071-L.jpg
Story of a Nation,Margaret Atwood,2001,Fiction,http://covers.openlibrary.org/b/id/12884277-L.jpg
Bashful Bob and Doleful Dorinda,Margaret Atwood,2004,Friendship in fiction,http://covers.openlibrary.org/b/id/12507563-L.jpg
Margaret Atwood Omnibus. Wilderness Tips/Cat's Eye,Margaret Atwood,1987,Canadian authors,http://covers.openlibrary.org/b/id/12507651-L.jpg
Interlunar,Margaret Atwood,1984,Interplanetary voyages,http://covers.openlibrary.org/b/id/12507531-L.jpg
Luna nueva,Margaret Atwood,2000,,http://covers.openlibrary.org/b/id/13648604-L.jpg
Writing with intent,Margaret Atwood,2005,Literature,http://covers.openlibrary.org/b/id/12506538-L.jpg
Mistresses of the Dark,Margaret Atwood,1998,Women authors,
Bottle,Margaret Atwood,2004,,http://covers.openlibrary.org/b/id/5314114-L.jpg
Los testamentos,Margaret Atwood,2021,,http://covers.openlibrary.org/b/id/14171931-L.jpg
Deux sollicitudes ; entretiens,Margaret Atwood,1996,Interviews,http://covers.openlibrary.org/b/id/9554015-L.jpg
Eating fire,Margaret Atwood,1998,Poetry (poetic works by one author),http://covers.openlibrary.org/b/id/915260-L.jpg
Stone mattress,Margaret Atwood,2015,Canadian Short stories,http://covers.openlibrary.org/b/id/12180595-L.jpg
Hymns for Junior Schools,Margaret Atwood,1933,,http://covers.openlibrary.org/b/id/13921769-L.jpg
Cibles mouvantes,Margaret Atwood,2006,History and criticism,http://covers.openlibrary.org/b/id/12728637-L.jpg
Tree baby,Margaret Atwood,2005,Commonwealth fiction (English),
Un día es un día,Margaret Atwood,2013,Canadian Autobiographical fiction,http://covers.openlibrary.org/b/id/12856203-L.jpg
A quiet game,Margaret Atwood,1997,Criticism and interpretation,http://covers.openlibrary.org/b/id/13733878-L.jpg
For the Birds,Margaret Atwood,1990,Ecology,http://covers.openlibrary.org/b/id/12588510-L.jpg
Lobsticks,Clare MacCulloch,1970,Canadian poetry,http://covers.openlibrary.org/b/id/9609377-L.jpg
Anna's pet,Margaret Atwood,1980,Children's stories,http://covers.openlibrary.org/b/id/12507583-L.jpg
Scottish School Hymnary,Margaret Atwood,1964,,
Prayers and Hymns for Junior Schools,Margaret Atwood,1977,,
Margaret Atwood Omnibus,Margaret Atwood,1999,,
Dreams of the animals,Margaret Atwood,1900,,
Unearthing Suite,Margaret Atwood,1983,,
Speeches for Doctor Frankenstein,Margaret Atwood,1966,Poetry,http://covers.openlibrary.org/b/id/12588527-L.jpg
Freedom,Margaret Atwood,2018,English literature,
I dream of Zenia with the bright red teeth,Margaret Atwood,2012,,
Barbed lyres,Margaret Atwood,1990,"Verse satire, Canadian (English)",http://covers.openlibrary.org/b/id/9556024-L.jpg
"Glances at Germany, Poland, and the Euxine",Margaret Atwood,2019,,
Survival,Margaret Atwood,2013,"Canadian literature, history and criticism",
Burgess Shale,Margaret Atwood,2017,"Canadian literature, history and criticism",http://covers.openlibrary.org/b/id/12588506-L.jpg
למעלה למעלה בעץ,Margaret Atwood,2008,,
Wandering Wanda,Margaret Atwood,2011,Homeless children,http://covers.openlibrary.org/b/id/12510846-L.jpg
The edible woman ; Surfacing ; Lady oracle,Margaret Atwood,1987,Canadian literature,http://covers.openlibrary.org/b/id/12884278-L.jpg
Boven water,Margaret Atwood,2001,,
L'assassí cec,Margaret Atwood,2008,,http://covers.openlibrary.org/b/id/13959301-L.jpg
[] [Author,Margaret Atwood,1998,,
Pani wyrocznia,Margaret Atwood,2008,,http://covers.openlibrary.org/b/id/13914651-L.jpg
De roofbruid,Margaret Atwood,1994,,http://covers.openlibrary.org/b/id/13773258-L.jpg
Het Jaar van de Vloed,Margaret Atwood,2009,,http://covers.openlibrary.org/b/id/13654056-L.jpg
Mrs. Dalloway,Virginia Woolf,1925,Fiction,http://covers.openlibrary.org/b/id/6397580-L.jpg
Orlando,Virginia Woolf,1928,Nobility in fiction,http://covers.openlibrary.org/b/id/3240273-L.jpg
To the Lighthouse,Virginia Woolf,1927,Fiction,http://covers.openlibrary.org/b/id/8231846-L.jpg
A Room of One's Own,Virginia Woolf,1929,Authorship,http://covers.openlibrary.org/b/id/6559057-L.jpg
Voyage Out,Virginia Woolf,1991,"Man-woman relationships, fiction",http://covers.openlibrary.org/b/id/12621766-L.jpg
Mrs Dalloway,Virginia Woolf,1990,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/12621768-L.jpg
To the Lighthouse,Virginia Woolf,1974,,
The Waves,Virginia Woolf,1931,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/119517-L.jpg
Jacob's Room,Virginia Woolf,1922,Fiction,http://covers.openlibrary.org/b/id/2894970-L.jpg
The Second Common Reader,Virginia Woolf,1925,History and criticism,http://covers.openlibrary.org/b/id/6560835-L.jpg
Flush,Virginia Woolf,1933,Fiction,http://covers.openlibrary.org/b/id/116161-L.jpg
The Voyage Out,Virginia Woolf,1915,Fiction,http://covers.openlibrary.org/b/id/8241365-L.jpg
Night and Day,Virginia Woolf,1919,Biographers,http://covers.openlibrary.org/b/id/1471349-L.jpg
The years,Virginia Woolf,1937,Fiction,http://covers.openlibrary.org/b/id/116636-L.jpg
Between the Acts,Virginia Woolf,1941,Fiction,http://covers.openlibrary.org/b/id/115990-L.jpg
Three guineas,Virginia Woolf,1938,War,http://covers.openlibrary.org/b/id/4529176-L.jpg
Essays,Virginia Woolf,1947,Voyages and travels,http://covers.openlibrary.org/b/id/5373910-L.jpg
Orlando,Virginia Woolf,1960,,http://covers.openlibrary.org/b/id/13455378-L.jpg
Moments of being,Virginia Woolf,1920,Biography,http://covers.openlibrary.org/b/id/116375-L.jpg
Diaries,Virginia Woolf,1977,English Novelists,http://covers.openlibrary.org/b/id/112526-L.jpg
"A haunted house, and other short stories",Virginia Woolf,1943,Social life and customs,http://covers.openlibrary.org/b/id/74588-L.jpg
Jacob's Room,Virginia Woolf,2018,,
A writer's diary,Virginia Woolf,1953,English Novelists,http://covers.openlibrary.org/b/id/116630-L.jpg
Short stories,Virginia Woolf,1960,British and irish fiction (fictional works by one author),http://covers.openlibrary.org/b/id/116053-L.jpg
Room of One's Own,Virginia Woolf,1934,,http://covers.openlibrary.org/b/id/13128706-L.jpg
Roger Fry,Virginia Woolf,1940,Biography,http://covers.openlibrary.org/b/id/116491-L.jpg
The letters of Virginia Woolf,Virginia Woolf,1975,Correspondence,http://covers.openlibrary.org/b/id/4574989-L.jpg
Monday or Tuesday,Virginia Woolf,1921,Social life and customs,http://covers.openlibrary.org/b/id/312116-L.jpg
A haunted house,Virginia Woolf,1944,English Short stories,http://covers.openlibrary.org/b/id/10309128-L.jpg
Virginia Woolf,Virginia Woolf,1956,Criticism and interpretation,http://covers.openlibrary.org/b/id/9703540-L.jpg
Night and Day,Virginia Woolf,2018,,
The Norton Anthology of English Literature - Volume 2,M. H. Abrams,1962,English literature (collections),http://covers.openlibrary.org/b/id/11102990-L.jpg
Kew Gardens,Virginia Woolf,1919,Kew Royal Botanic Gardens,http://covers.openlibrary.org/b/id/447393-L.jpg
Mrs. Dalloway,monica alonso,1925,,
The London scene,Virginia Woolf,1975,Description and travel,http://covers.openlibrary.org/b/id/4281982-L.jpg
Between the Acts,Virginia Woolf,2019,,
Waves,Virginia Woolf,1931,,
